Department,Sub Dept 1,Sub Dept 2,Course_Name,ID,Grade Level(s),Prerequisite,Description,Term
History,Full-Year History Electives,,Honors Seminar: Humanities and Social Science Research,36424,11th - 12th ,"9th and 10th grade history and departmental approval
*Fulfills departmental course requirement","The Humanities and Social Science Research Seminar offers students the opportunity to conduct advanced research similar to that of professional historians and social scientists. This year, the course will focus on the iconic decades of the 1980s and 90s.

In the first semester, students will be introduced to a range of analytical tools and research methodologies through a series of individualized projects structured around major themes and global events of the period. In the second semester, students will work independently on staged assignments leading up to a research paper of approximately 5,000 words (~20 pages). During this time, students will not only design and execute their own project but will actively engage with the research of their peers through workshops and peer review.  If appropriate, the completed projects might lend themselves to publication or conference presentation.











",Full Year
History,Psychology,,Abnormal Psychology (f),38478,"11th - 12th
Placement preference will be given to rising Seniors.",None,"This elective explores one of the most interesting and important topics in psychology – mental illness. The purpose of this course is to provide an introduction to psychiatric disorders in adolescents and adults. By examining case studies through the lens of the Diagnostic and Statistical Manual of Mental Disorders (DSM-5), students will explore what it means to be “abnormal” and become familiar with a variety of conditions including: depression, anxiety, bipolar, obsessive-compulsive, psychotic and trauma-related disorders. Focus will be on symptoms, epidemiology, etiology (cause for disorder at the cellular level), and treatment options. Students are encouraged to think analytically as a clinical psychologist or psychiatrist would and challenge their pre-existing beliefs regarding abnormal behaviors and personalities. Through classroom discussions and coursework, students will gain an appreciation for the challenges of those experiencing mental illness. The course will also promote a greater awareness and knowledge of psychopathology in an effort to reduce the suffering and stigma associated with psychiatric disorders.",Semester 1 - Fall
History,Psychology,,AP Psychology,38867,12th only,Departmental approval (see APPS),"This course is a standard college introductory psychology course, and it prepares the student for the AP Psychology examination in May. Topics include perception, learning, child development, personality, and group behavior. The course features much lab work, a range of computer simulations, and a chance for students to design and perform their own psychological experiments. A strong background in biology and/ or human physiology is highly recommended--many of the concepts covered in this course resemble those seen in high-level biology classes.",Full Year
History,Psychology,,Cognitive Psychology (s),38477,"10th - 12th
Placement preference will be given to rising Juniors and Seniors.",B in Biology,"How do we remember things?  What is intelligence?  How do we learn?  How do we get smarter? We go to school to learn about a variety of subjects, from the humanities to the sciences. This course takes a step back and investigates how all this learning occurs. To understand how knowledge is shared and developed in the classroom, we will look at how our minds interpret and make sense of what we hear and what we see. In addition, we will investigate the importance of social interaction to learning. Students will participate in web-based cognition experiments and discussion blogs, create and carry out their own psychological experiments with informed and willing participants, and develop a final research project relevant to the course topics. Finally, this course covers many of the same topics as AP psychology and provides for a great conceptual foundation before taking that course.",Semester 2 - Spring
History,Psychology,,Sport Psychology (f),38479,"10th - 12th (For 10th graders, concurrent with a US history course)
Placement preference will be given to rising Juniors and Seniors.",None,"Sport Psychology is a field of study in which the principles of psychology are applied in a sport setting, and are often utilized to enhance athletes’ individual and team performance. The course is designed to provide students with a basic understanding of the theories and concepts involved in the psychology of sport, while also looking at how past and current research has been applied to propel the field forward. Some of the concepts that will be covered in this course include achievement motivation, goal-setting, and mental toughness as well as applications such as coping with stress in sport and imagery techniques. We will explore case studies, analyze articles, engage in discussions about research, create our own sport journals, and even watch some famous sports movies to learn and apply the concepts. The field of sport psychology is still continuing to evolve, so although this course will not cover everything, it will lay a solid foundation for those interested in the course material.",Semester 1 - Fall
History,,,AP European History,32007,11th - 12th,"Departmental approval (see APPS)
*Fulfills departmental course requirement","This class is designed to mimic, in both its depth and breadth, an introductory college course in European history. The course content begins in the Renaissance and culminates with a study of post-Cold War Europe. Throughout the year students examine the political, economic, social, religious, intellectual, and artistic developments that played, and continue to play, a crucial role in shaping European society and the world beyond. The curriculum prepares students for the AP European History examination, which asks students to display a solid understanding of the principal themes in European history through multiple choice and free-response essay questions and an ability to work critically with historical documents.",Full Year
History,,,AP United States History,33070,10th - 12th,"Departmental approval (see APPS)
*Fulfills departmental course requirement","The Advanced Placement course in U.S. History presents a college-level survey course to secondary school students. It differs from the regular American History course in that students are expected to perform more independently and analytically and be responsible for a heavier reading load. While the basic content and skills are the same, the course examines in greater depth such areas as political philosophy, intellectual and social movements, foreign policy, and historiography. More time is devoted to the study of primary and interpretive sources and the writing of expository essays. The course prepares students for the Advanced Placement examination in American History, given in May.",Full Year
History,,,Case Study Methods: Turning Points in American History (f),33100,"11th - 12th
Placement preference will be given to rising Seniors.","US or AP US History
* Fulfills departmental requirement","Have you ever wondered, specifically, how complex historical events and decisions unfold in the heat of the moment? Looking back at any particular episode through a historical lens can cause an aura of over simplification by nature of our hindsight. However, the realities of the time are usually far more nuanced, chaotic and undetermined for those that lived through the moment. Join peers in an exercise of historical case study inquiry – a type of historical role playing – to dive deep into a series of weighty turning points in American history. This semester long class will focus on 20th century American moments with added emphasis on recency. Case studies may include such topics as the role of the Federal Government in Food Safety, Civil Rights, Gerrymandering, Campaign Finance, Labor Rights and more. The class will require substantial student discussion as a way to understand the complexity of the case. In essence, we’ll be doing history “in the present tense”.",Semester 1 - Fall
History,,,Criminal Justice (f),36469,"11th - 12th
Placement preference will be given to rising Seniors.","None
* Fulfills departmental requirement","Why do so many people end up in jail? Look behind the headlines and analyze the historic foundations of the criminal justice system. Critically review the procedures related to how people end up in court (including police stops, interrogations, arraignments, trials, pleas, and sentencing) and examine the historic context of criminal laws, Constitutional protections for individuals, historic case law, statutes, police and court procedures. Delve into differences between state and federal law and how and why ""justice"" may vary for different individuals. Read and analyze key primary documents (the Constitution, statutes, trial documents, Supreme Court opinions).  Learn legal terminology, constructs, and procedures. Examination of case studies, trial elements, and analytical and creative writing will be at the center of student led project work. Class discussions and participation are key to forming views about how historical choices have shaped our legal system.  Weigh citizens’ rights against the tools at the prosecutors’ disposal in real life scenarios and cases.  Analyze our current and past policies regarding imprisonment and sentencing. Develop your own view about what works or doesn’t in our criminal justice system.",Semester 1 - Fall
History,,,Debate: How to Save Democracy while Winning an Argument with your Parents (s),39041,"10th - 12th (For 10th graders, concurrent with a US history course.)
Placement preference will be given to rising Juniors and Seniors.","None
*Fulfills departmental requirement","This course introduces students to the practice of oral argumentation as a way of further investigating various modern and historical contentious issues. Students come to understand the basic structures and tools of argument construction while addressing problems of the modern world, such as racial inequality in the United States, criminal justice and police action, environmental policy, and biomedical ethics. Special emphasis is taken to provide meaningful historical/political context for applicable topics, as this is a course that meets the history requirement.  Debate is a shared journey toward truth that brings debaters closer together, even when they represent opposing sides of an issue or come from vastly different perspectives. There are two primary goals of this course. The first is to teach you how to debate and hone all the skills associated with such a talent, not the least of which is being a confident public speaker. The second is to examine local and global issues of the day through the lens of oral argument, which necessarily requires historical context. In so doing, debate fosters the essential democratic values of free and open discussion. In taking this class you literally might be helping save democracy. THIS IS A GREAT CLASS FOR SOMEONE WHO: Wants to improve their public speaking and debate skills while digging into both fun and polarizing topics of the day.",Semester 2 - Spring
History,,,Environmental History (s),38422,"10th - 12th (For 10th graders, concurrent with a US history course.)
Placement preference will be given to rising Juniors and Seniors.","None
*Fulfills departmental requirement","Why are certain landscapes more appealing than others? Are national parks a good idea? What is environmental justice? What are the causes and effects of climate change in the U.S.? These and other related questions will be the focus of Environmental History – an interdisciplinary elective course that explores the interaction between people and environments from prehistory to the present. The course will consist of five units, each of which will trace the evolution of human engagement with the environment from the standpoint of a different topic. In the process of reading about the environment, engaging in scientific exploration outside, debating past and present American environmental policy, and traveling to a variety of natural settings, students in Environmental History will gain both an awareness of the ways in which human culture and the environment have shaped one another over time and an appreciation of the natural and cultural forces that have formed the world around them.",Semester 2 - Spring
History,,,History of Warfare: Development of Linear Warfare 1700-1918 CE (f),38501,"10th - 12th (For 10th graders, concurrent with a US history course.)
Placement preference will be given to rising Juniors and Seniors.","None
*Fulfills departmental requirement","This course will focus on understanding the development of linear warfare from the era of Frederick the Great up until its obsolescence during the First World War.  Students will consider the rapid development of technology and its corresponding impact, or lack thereof, on typical military doctrines of the time.  We will discuss how and why armies fought the way they did, how strategy and tactics were developed, the theories behind war in the 19th and early 20th century, and how warfare evolved and modernized.  Topics include warfare in the “Age of Reason”, the Napoleonic world, the industrial wars of the late 19th century, and will culminate in a study of the campaigns of 1914. Students should expect both primary and secondary source readings, film and documentary clips, and game based learning models in which they’ll be asked to make some of the same decisions as battlefield commanders throughout the centuries. ",Semester 1 - Fall
History,,,"Leaders, Leadership, and Strategy (s)",38425,"10th - 12th (For 10th graders, concurrent with a US history course.)
Placement preference will be given to rising Juniors and Seniors.","None
*Fulfills departmental requirement","What defines a leader? How do leaders create winning teams? How do leaders effectively manage organizations to achieve long term goals and end-states? Students in this semester course will explore the different principles and styles of leadership, using examples from the military, political, business, and sports worlds. We will examine the character traits that contribute to successful leadership, as well as those traits that can cause leaders to fail.  In addition, students will learn to understand the nature of strategy and study leaders who have developed and executed successful strategies. We will employ a variety of media, including texts, films, case studies, etc. as we seek to understand the different styles and domains of leadership and strategy. Assessments will include blog and response activities, a research paper analyzing the leadership of a chosen figure, as well as cumulative unit assessments.",Semester 2 - Spring
History,,,Modern Middle East (f),36413,"10th - 12th (For 10th graders, concurrent with a US history course.)
Placement preference will be given to rising Juniors and Seniors.","None
*Fulfills departmental requirement","While countries in the Middle East are often the subject of dire headlines, the context for those headlines is often unexplained or misunderstood. This semester course provides students with a foundation in the 20th century history of the Middle East and North Africa, in order to explore contemporary events in the region in greater depth. The class is organized around country case studies, while providing a chronological understanding of the region’s history. Topics of study include religious and ethnic identities, independence movements and democratization, the economics of oil, the rise of terrorism, and regional wars and revolutions. In addition to historical texts, students will engage with film, contemporary art, and music to better understand the region. This class is discussion and project based, with emphasis on critical thinking skills.",Semester 1 - Fall
History,,,Modern World History,31002,9th ,"None
*Required course","Modern World History (1750-1945) is a required course that introduces core ideological concepts that define and dominate the modern era. The course is chronological, but explores recurring themes such as globalization and its impact, the origins of racial classification and prejudice, technology and demographic change over time, the development of social and economic systems of power imbalance within and across societies, and the influence of revolution and reform movements, both nationally and internationally. Throughout the course, students will consider the historical construction and development of human identity within and across societies and as drivers of modern world historical development. The class builds toward an understanding of the critical influence of historical events and ideologies on the present. Students will continue to develop their critical thinking skills with the use of primary and secondary sources, as well as the ability to synthesize and analyze historical events.",Full Year
History,,,Race and Cinema in Modern America (f),38430,"10th - 12th (For 10th graders, concurrent with a US history course.)
Placement preference will be given to rising Juniors and Seniors.","None
*Fulfills departmental requirement","In a 2017 interview, Jordan Peele explained the concept behind his horror film Get Out by reflecting, “Society is the scariest monster.” This course critically examines American Society by analyzing Get Out and the way Peele drew on past films to comment on race and racism while also creating the horror that defines his iconic film. Organized thematically, it places Get Out in dialogue with films that feature blackface/yellowface/whiteface (Jazz Singer, 1927, Mask of Fu Manchu, 1933, Bamboozled, 2001) and explore integration through interracial romance (Guess Who is Coming to Dinner, 1968, West Side Story, 1961/2021, and Krimson Kimono, 1959). It explores how the depiction of Black/ African Americans, members of the LatinX community, Asian Americans, and White Ethnics (Jewish- Americans/Italians/Irish) have changed over time in response to shifting historical contexts and the changing racial attitudes of theater audiences. Assignments will include short critical reflection papers, video essays and in-class writing assignments.",Semester 1 - Fall
History,,,Racial Struggle on Film (s),38431,"10th - 12th (For 10th graders, concurrent with a US history course.)
Placement preference will be given to rising Juniors and Seniors.","None
*Fulfills departmental requirement","This course critically examines the representation of race in American Cinema from the rise of Blaxploitation in the early 1970s through the release of Jordan Peele’s Horror Masterpiece Get Out (2017). It seeks to understand the conflicting visions for a multi-racial/multi-cultural society through the shifting cinematic portrayals of racial unrest/protest, white backlash, and the rise of a global economy. In the process, it documents the insurgent influence of BIPOC as directors, actors, screenwriters and producers. Assignments will include short critical reflection papers and video essays and students will use economic data from the 1970s and 1980s to understand the structural changes occurring in American Society and use this research to critically analyze the depiction of race in several films from the period.",Semester 2 - Spring
History,,,The Birth of Modern Warfare 1918-Present CE (s),38504,"10th - 12th (For 10th graders, concurrent with a US history course.)
Placement preference will be given to rising Juniors and Seniors.","None
*Fulfills departmental requirement","This course will track the development of modern warfare beginning with the First World War and culminating with a study of global terrorism.  Students will explore the concept of total war, and the ways in which military philosophy and science changed with the advent of nuclear technology. A specific emphasis will be placed on the rise of small scale, limited conflicts, and the asymmetrical battlefields of the late 20th and 21st centuries.  Topics will include the campaigns of 1918, the Spanish Civil War, World War Two, Vietnam, and the War on Terror.  Students should expect both primary and secondary source readings, film and documentary clips, and game based learning models in which they’ll be asked to make some of the same decisions as battlefield commanders throughout the centuries.  Finally, students will participate in a living history project in which they’ll learn to conduct interviews with veterans of the US military.",Semester 2 - Spring
History,,,The Global Cold War (s),38503,"11th - 12th
Placement preference will be given to rising Seniors.","None
*Fulfills departmental requirement","The Cold War dominated both American and global politics for much of the 20th century.  This course will examine the origins, events, strategies, and consequences of the Cold War in not just the United States and the Soviet Union, but also in places such as Europe, Africa, and Asia.  Special attention will be paid to the development of mechanisms in both the Soviet Union and the U.S. to manage this conflict of ideas in each country.  The course will conclude with a review of how the Cold War wound down and its implications for the 21st century relationship between U.S., Russia, and China.",Semester 2 - Spring
History,,,The History of Race and Science (s),38482,"10th - 12th (For 10th graders, concurrent with a US history course)
Placement preference will be given to rising Juniors and Seniors.","None
*Fulfills departmental requirement","Why has science been used to justify racial thinking? How does your racial identity develop during adolescence? How can reexamining history help us to eliminate interpersonal and systemic racism? The History of Race and Science explores the construct of race as a social and historical phenomenon. Beginning with the historical evolution of race, students will explore the role that science has played in perpetuating race, considering both the biological myth and social reality in context of the historical time period. In order to understand these concepts more fully, we will engage in an interdisciplinary exploration of eugenics, racial conflicts, intergroup behavior, identity development, and contemporary social justice issues. We will explore the construction of the racial-ethnic-cultural identities in the United States, incorporating multidisciplinary readings and activities. Along the way, students will discuss the historical events and patterns that have influenced the construction of race and resulting manifestation in society, working to develop a stronger understanding of the world today.






































",Semester 2 - Spring
History,,,The World at War (f),38502,"11th - 12th
Placement preference will be given to rising Seniors.","None
*Fulfills departmental requirement","The years 1914-1945 were the crucible that formed the modern world.  These years marked the fall of many great empires (Russian, German, Ottoman, and Austro-Hungarian), the demise of Great Britain and France in addition to the rise of the United States and Soviet Union as the dominant world powers.  Encompassing two world wars, the worst economic crisis in world history, a global pandemic, the Holocaust, and culminating in the rise of the Atomic Age, this period was in many ways the defining period of the 20th century.   The course will begin with a review of the factors that led to the start of the Great War and finish with the implications of the U.S. decision to use the atomic bombs on Japan.  Special attention will be given to the historical theory that regards this period as one long war (the second Thirty Years War) rather than two separate conflicts.  We will also examine the impact of these wars on both America and the world and how they combined to help create the world we live in today.

































",Semester 1 - Fall
History,,,United States History,33000,10th - 12th,*Required course,"This course provides a comprehensive study of United States history, encouraging students to think, write and speak clearly about many of the fundamental issues in America’s past.  The scope is thematic, moving from the origins of settlement to world responsibilities and the pressures of modern times.  Topics for study include: New England Puritanism, the meaning of the American Revolution, Constitutional issues, the causes of the Civil War, Industrialization, Immigration, the Gilded Age and Progressive reform, the Great Depression, the New Deal, U.S. responses to the Cold War, the Civil Rights Movement, including the lessons of Vietnam, and the eras of Carter, Reagan, Bush & Clinton.  With the help of maps and original and interpretive sources, students explore American politics, economics, society and values.  Class discussions and debates help develop communication skills and stimulate ideas to be pursued in required student research and writing.



",Full Year
Mathematics - GA,Stanford Advanced Mathematics,,Honors Seminar: Differential Equations (s),26432,11th - 12th,Honors Seminar: Stanford Linear Algebra and departmental approval,"This course is a university level course in modern algebra through Stanford University’s Online Math and Physics Program for High School Students. Students work under the guidance of a GA math teacher, but the curriculum, problem sets, and exams are sent from Stanford University.  Topics include groups, cyclic groups, quotient groups, normal subgroups, rings, fields, quotient rings and field extensions. Developing strong proof-writing techniques is heavily emphasized. This course requires significant self-motivation and independent learning and thus admission to the course is selective. This course carries Stanford University Continuing Studies credit and students are eligible to earn a Stanford University Continuing Studies Transcript.",Semester 2 - Spring
Mathematics - GA,Stanford Advanced Mathematics,,Honors Seminar: Linear Algebra (f),26431,11th - 12th,Honors Seminar: Stanford Multivariable Integral Calculus and departmental approval,"This course is a university level course in linear algebra through Stanford University’s Online Math and Physics Program for High School Students. Students work under the guidance of a GA math teacher, but the curriculum, problem sets, and exams are sent from Stanford University.  Topics include introduction to matrices and matrix operations, vector spaces, linear transformations, and eigenvalues and eigenvectors. Developing strong proof-writing techniques is heavily emphasized. This course requires significant self-motivation and independent learning and thus admission to the course is selective. This course also carries Stanford University Continuing Studies credit and students are eligible to earn a Stanford University Continuing Studies Transcript.",Semester 1 - Fall
Mathematics - GA,Stanford Advanced Mathematics,,Honors Seminar: Multivariable Differential Calculus (f),26430,11th - 12th,Calculus BC and departmental approval,"This course is a university-level course in differential calculus for functions of two or more variables through Stanford University’s Online Math and Physics Program for High School Students. Students work under the guidance of a GA math teacher, but the curriculum, problem sets, and exams are sent from Stanford University. Course topics include a study of two and three-dimensional vector space, vector-valued functions, surfaces in three dimensions, tangent and normal vectors, partial derivatives, continuity and differentiability of functions of two or more variables, directional derivatives, gradient vectors, and methods of calculating maxima and minima including Lagrange multipliers. Topics are studied in the Cartesian, cylindrical and spherical coordinate systems, and proofs are integrated throughout the course study. This course requires significant self-motivation and independent learning and thus admission to the course is selective. Finally, this course carries Stanford University Continuing Studies credit and students are eligible to earn a Stanford University Continuing Studies Transcript.

",Semester 1 - Fall
Mathematics - GA,Stanford Advanced Mathematics,,Honors Seminar: Multivariable Integral Calculus (s),26433,11th - 12th,Honors Seminar: Stanford Multivariable Differential Calculus (f) and departmental approval,"This course is a university level course in integral calculus for functions of two or more variables through Stanford University’s Online Math and Physics Program for High School Students. Students work under the guidance of a GA math teacher, but the curriculum, problem sets, and exams are sent from Stanford University. Course topics include double and triple integrals in all coordinate systems, surface areas of parametrically defined functions, change of variables and the Jacobian, vector fields, flux and various other applications to physics, line integrals, Green’s theorem, the divergence theorem, and Stokes’ theorem. Exercises continue to be both computational and proof-oriented. This course requires significant self-motivation and independent learning and thus admission to the course is selective. This course also carries Stanford University Continuing Studies credit and students are eligible to earn a Stanford University Continuing Studies Transcript.",Semester 2 - Spring
Mathematics - GA,Stanford Advanced Mathematics,,Honors Seminar: Stanford Multivariable Calculus,26440,11th - 12th ,,,Full Year
Mathematics - GA,,,Algebra I,26010,,Departmental approval,"Algebra I introduces students to graphical and algebraic exploration of linear, quadratic, rational, and radical functions. Students learn various techniques for simplifying and solving linear, polynomial, rational and radical equations both algebraically and graphically. Applications involving data analysis, geometry and trigonometry are also included.",Full Year
Mathematics - GA,,,Algebra II,26200,,Geometry and departmental approval,"The development of a strong fundamental understanding of polynomials, rational, radical, and trigonometric functions and expressions is the foundation of Algebra II.  Students are expected to gain a working knowledge of polynomial, rational, radical, and trigonometric equations and inequalities, as well as develop a solid understanding and analysis of functions.  Among the topics introduced are the basics of trigonometry, logarithmic and exponential functions and equations.",Full Year
Mathematics - GA,,,Algebra II Accelerated,26201,,Geometry Accelerated and departmental approval,"In this course, the concepts established in Algebra I and Geometry are extended to more advanced topics. The development of a strong fundamental understanding and analysis of functions, with a focus on polynomial, rational, logarithmic, exponential, and trigonometric functions, is the principal objective. Students use algebraic and graphical techniques to obtain numerical solutions to complex equations. The ability to work and learn independently is an integral part of Algebra II Accelerated and is expected for success in this course.",Full Year
Mathematics - GA,,,AP Calculus AB,26407,,Precalculus Accelerated and departmental approval,"This is a college-level course in calculus requiring considerable time, effort, and motivation. The topics covered include functions and graphs, limits and continuity, derivative formulas, the Mean Value Theorem, related rates of change, antiderivatives, differential equations, the Fundamental Theorem of Calculus, areas between curves, volumes of solids and revolution, and techniques of integration. All students in this course will take the AB Calculus Advanced Placement exam at year’s end.",Full Year
Mathematics - GA,,,AP Calculus BC,26417,,Precalculus Honors and departmental approval,"Calculus BC is a full-year college-level course in the study of calculus of functions of a single variable. Considerable effort and motivation are required for success in this course, as well as an ability to work and learn independently. The course begins with a review of the topics covered in Precalculus honors including all applications of limits, continuity, and differentiation. Integration of polynomial, trigonometric, and logarithmic functions is introduced, and integration and differentiation techniques are applied to vector, polar and parametrically defined functions. The BC course concludes with the study of differential equations, improper integrals, convergence of sequences and series, and Taylor polynomials. All students in this course will take the BC Calculus Advanced Placement Exam at year’s end.",Full Year
Mathematics - GA,,,AP Statistics,26427,,Precalculus with Statistics and/or departmental approval,"This course is a continuation of Precalculus with Statistics completing the AP Statistics curriculum. It is a college-level course in statistics requiring considerable time, effort, and motivation. After a quick review of univariate and bivariate data analysis, students then study simulation, probability, and statistical inference. All students in this course will take the AP Statistics Exam upon successful completion of this course.",Full Year
Mathematics - GA,,,AP Statistics (Y),26428,,"A- in Algebra II Acc., B+ in Honors Algebra II, and departmental approval","This course consists of a full academic year of work in preparation for the Advanced Placement examination. Students learn the techniques of data collection, conduct their own experiments and surveys, and learn how to analyze the results both qualitatively and quantitatively. The TI-83 calculator is used extensively both for data display and for the precise statistical tests used in business, industry, and science. The topics studied include sampling, experimental design, probability, the normal distribution, the t-distribution, the binomial distribution, the chi-squared distribution, the central limit theorem, correlation and regression, confidence intervals, and hypothesis testing.






















",Full Year
Mathematics - GA,,,Calculus,26404,,Precalculus and departmental approval,"This is a senior elective course that provides an introduction to differential and integral calculus. This course deals with the rules of differentiation, the applications of the derivative to graphing, rates of change, and optimization. Students will investigate techniques of integration, focusing on the Fundamental Theorem of Calculus as applied to areas under the curve, between curves, volumes of solids, and accumulations functions.",Full Year
Mathematics - GA,,,Geometry,26100,,Algebra I and departmental approval,"Geometry helps students develop a strong spatial understanding as they explore two-dimensional shapes in Euclidean and Cartesian coordinate geometry. Parallel lines and planes, congruence, similarity, polygons and quadrilaterals, circles, and right triangle trigonometry are the core topics of this course. Deductive reasoning is motivated by investigation, and Algebra I skills are integrated into all applications of the concepts studied. Completion of this course fulfills the geometry diploma requirement.",Full Year
Mathematics - GA,,,Geometry Accelerated,26101,,Algebra I and departmental approval,"Geometry Accelerated parallels Geometry, with topics covered in greater depth and at a faster pace. The course emphasizes the traditional elements of Euclidean geometry. Deductive reasoning is motivated by student investigation, done both individually and collaboratively. Students are expected to have strong Algebra skills and will be asked to do some of their learning independently as they test hypotheses and make conclusions based on their work. In addition to Euclidean geometry, students will study coordinate geometry, congruence, similarity, and right triangle trigonometry in depth.",Full Year
Mathematics - GA,,,Honors Algebra II,26202,,Honors Geometry and departmental approval,"Honors Algebra II exposes students to advanced algebraic concepts and problem solving. Students are expected to work with a great deal of independence as they master algebraic manipulation, graphical applications, and problem solving techniques. A thorough development of the polynomial, rational, trigonometric, and logarithmic functions and their inverses highlights the course. Students completing the course successfully are expected to take the SAT II Level I Subject test.",Full Year
Mathematics - GA,,,Honors Geometry,26102,,Algebra I and departmental approval,"Honors Geometry assumes that students are ready to think and work independently. This course leads students to investigate complex geometric concepts and proofs, and develop a foundation in deduction and problem-solving. In addition to Euclidean geometry, students investigate the Cartesian coordinate plane (linear functions and conic sections), transformations, sets, vectors and right triangle trigonometry.",Full Year
Mathematics - GA,,,Honors Precalculus,26303,,Algebra II Honors and departmental approval,"This course is designed to prepare students for Advanced Placement Calculus BC as well as further college level study in mathematics. The first semester continues with the study of functions begun in Algebra 2 Honors with an emphasis on the student’s problem solving ability. Discrete mathematics is introduced including such topics as polar coordinates, vectors, parametric equations, mathematical induction, matrices, and sequences and series. The second semester focuses on the study of differential calculus including all applications of limits, continuity, differentiation, and related rates of change.",Full Year
Mathematics - GA,,,Precalculus,26300,,Algebra II and departmental approval,"Precalculus is designed to give students a solid algebraic and graphic understanding of polynomial, rational, trigonometric, exponential and logarithmic functions. New topics are introduced and subject areas already encountered in Algebra II are covered in greater detail, with more complex problems encountered at every stage. The graphing calculator is an important tool in this process. Upon successful completion of this course, juniors are expected to take the SAT II Level I Subject Test.",Full Year
Mathematics - GA,,,Precalculus Accelerated,26302,,Algebra II Accelerated and departmental approval,"Precalculus Accelerated continues and further develops the study of functions begun in Algebra II, including polynomial, rational, trigonometric, logarithmic, and exponential functions. In addition, students are exposed to some discrete mathematics, conics, and the basic concepts of the limit, the derivative, and some simple derivative rules. The graphing calculator is an important tool in this process. Students are expected to take the SAT II Level I Subject Test following the completion of the course.",Full Year
Mathematics - GA,,,Precalculus with Statistics,26301,,Algebra II or Algebra II Accelerated and departmental approval,"The first half of this course provides the student with a solid foundation in traditional precalculus topics including functions, their inverses, and their graphs with a focus on polynomial, rational, logarithmic, exponential, and trigonometric functions and equations.  The second semester of this course provides the background for a college level AP statistics course. The topics include methods of data collection and graphical displays. Students learn how to choose appropriate methods for summarizing distributions of univariate data. Juniors are expected to take the SAT II Level I Subject Test upon successful completion of this course.",Full Year
Mathematics - GA,,,Statistics,26405,,Precalculus and departmental approval,"The goal of this senior elective is to help students understand numerical information and enable them to make decisions based on their interpretation of this information. This is an activity-based course that introduces statistical concepts and builds a foundation applicable to a wide variety of disciplines. The topics studied include data collection, graphical representation, normal distribution, bivariate data, and inference.",Full Year
Science,,,AP Biology,51070,10th - 12th,"Science: B+ in Honors Biology or A- in Biology and B in Honors Chemistry or B+ in Chemistry;  Rising 10th graders must have A in Honors Biology and take Honors Chemistry concurrently.
Departmental approval is necessary in all cases.","This is a rigorous survey course covering major biological topics, including biochemistry, cell biology, genetics, molecular biology, animals and evolution. Emphasis is placed on thematic relationships between the major topic areas. Sophisticated, college-level laboratory experiences are an integral part of the course. This course prepares students for the AP Biology exam taken in May.",Full Year
Science,,,AP Chemistry,52070,11th - 12th,"Science: B+ in Honors Chemistry
Math: B in Honors Algebra II, or B+ in Accel. Algebra II or A- in Algebra II, or B+ in any level Pre-Calc
Departmental approval is necessary in all cases.","This intensive college level course pursues in greater depth those topics studied in first-year chemistry. In addition, quantitative analysis is included as a significant segment of the full-year laboratory program. This course prepares students for the AP Chemistry exam taken in May.",Full Year
Science,,,AP Environmental Science,58178,11th - 12th,"Science: B in Honors Biology or B+ in Biology and B in Honors Chemistry or B+ in Chemistry, or Honors Chemistry concurrently
Departmental approval is necessary in all cases.","This AP course is designed to give college-level treatment to the understanding of interrelationships within the natural world, to identify and analyze environmental problems and their relative risks, and to examine potential solutions. Topics include:  ecosystem structure and function, population dynamics, renewable and nonrenewable resources, and air, water, and soil pollution. The course is designed to prepare for the AP Environmental Studies exam.",Full Year
Science,,,AP Physics 1,58171,11th - 12th,"Science: B+ in Honors Chemistry
Math: A- in Accelerated or Honors Math
Departmental approval is necessary in all cases.","AP Physics 1 is an algebra-based, full-year physics course and is the equivalent of a first-semester college course in algebra-based physics. The course is organized around seven foundational big ideas in physics: Newtonian mechanics (including rotational dynamics and angular momentum), work, energy, and power, and mechanical waves and sound. It will also introduce electric circuits. The ability to develop and use physics knowledge by applying it to the practice of scientific inquiry and reasoning through increased experimentation and analysis is the core of this course. It will be an engaging and rigorous experience.",Full Year
Science,,,AP Physics 2,58172,11th - 12th,"Science: B in AP Physics 1
Math : B in Honors Algebra II, or B+ in Accel. Algebra II, or A- in Algebra II, or B+ in any level Pre-Calc
Departmental approval is necessary in all cases.","AP Physics 2 is an algebra-based, full-year physics course and is the equivalent of a second-semester college course in algebra-based physics. This class should be taken as a second-year course by students who have already completed AP Physics 1. The course is organized around seven foundational big ideas in physics and covers fluid mechanics, thermodynamics,  electricity and magnetism, optics,  and atomic and nuclear physics. As with AP Physics 1, the ability to develop and use physics knowledge by applying it to the practice of scientific inquiry and reasoning through increased experimentation and analysis is the core of this course. It is another challenging, lab-based physics class for those students who enjoy the study of physics.",Full Year
